시점,구분별,경기실적SBHI,내수판매SBHI,영업이익실적 SBHI,자금사정SBHI,고용수준실적SBHI,선행종합지수,경제심리지수,KOSPI
2018.06,도매 및 소매업,86.1,85.1,82.3,82.8,93.2,112.3,100.2,2326.13
2018.06,운수업,81.4,79.2,81.1,76.2,89.4,112.3,100.2,2326.13
2018.06,숙박 및 음식점업,72.7,74.2,70.1,67.5,98.8,112.3,100.2,2326.13
2018.06,출판영상방송통신 및 정보서비스업,89.2,89.3,87.1,81.7,91.7,112.3,100.2,2326.13
2018.06,부동산업 및 임대업,85.4,83.9,83.6,83.7,94.0,112.3,100.2,2326.13
2018.06,전문과학 및 기술서비스업,90.9,90.3,85.1,81.1,95.3,112.3,100.2,2326.13
2018.06,사업시설관리 및 사업지원서비스업,86.3,88.1,86.1,86.4,95.0,112.3,100.2,2326.13
2018.06,교육서비스업,81.7,81.9,77.8,76.6,95.9,112.3,100.2,2326.13
2018.06,예술스포츠 및 여가관련서비스업,89.2,88.8,88.4,86.5,87.6,112.3,100.2,2326.13
2018.06,수리 및 기타개인서비스업,77.5,74.1,76.8,71.6,92.5,112.3,100.2,2326.13
2018.07,전산업,80.9,78.8,77.3,77.4,94.5,112.5,95.5,2295.26
2018.07,식료품,81.0,77.5,74.7,81.6,98.7,112.5,95.5,2295.26
2018.07,음료,98.6,103.0,92.8,100.2,97.9,112.5,95.5,2295.26
2018.07,섬유제품 의복제외,70.1,73.6,67.6,66.1,95.7,112.5,95.5,2295.26
2018.07,의복의복악세서리및모피제품,74.2,71.8,70.6,68.3,101.9,112.5,95.5,2295.26
2018.07,가죽가방및신발,78.1,70.3,74.8,72.8,109.2,112.5,95.5,2295.26
2018.07,목재및나무제품 가구제외,68.7,67.6,61.3,67.8,97.6,112.5,95.5,2295.26
2018.07,펄프종이및종이제품,75.0,74.5,75.7,75.2,89.2,112.5,95.5,2295.26
2018.07,인쇄및기록매체복제업,68.9,68.5,64.9,65.4,104.0,112.5,95.5,2295.26
2018.07,화학물질및화학제품 의약품제외,79.9,78.6,,85.1,94.6,112.5,95.5,2295.26
2018.07,의료용물질및의약품,91.4,94.3,85.8,86.5,94.1,112.5,95.5,2295.26
2018.07,고무제품및플라스틱제품,74.5,70.7,68.3,71.1,96.6,112.5,95.5,2295.26
2018.07,비금속광물제품,77.6,75.3,73.1,81.5,96.9,112.5,95.5,2295.26
2018.07,1차금속,87.2,80.9,74.7,74.7,94.1,112.5,95.5,2295.26
2018.07,금속가공제품 기계및가구제외,83.6,83.9,79.6,80.1,98.4,112.5,95.5,2295.26
2018.07,전자부품컴퓨터영상음향및통신장비,91.8,89.1,87.3,84.0,99.4,112.5,95.5,2295.26
2018.07,의료정밀광학기기및시계,90.9,83.6,87.9,86.4,94.9,112.5,95.5,2295.26
2018.07,전기장비,81.9,76.0,71.2,78.8,100.0,112.5,95.5,2295.26
2018.07,기타기계및장비,82.8,81.6,79.1,75.2,99.5,112.5,95.5,2295.26
2018.07,자동차및트레일러,78.2,79.5,77.7,74.9,98.5,112.5,95.5,2295.26
2018.07,기타운송장비,78.8,68.8,71.8,70.6,96.5,112.5,95.5,2295.26
2018.07,가구,70.3,70.2,68.6,70.2,100.1,112.5,95.5,2295.26
2018.07,기타제품,83.8,80.4,77.2,75.5,95.8,112.5,95.5,2295.26
2018.07,비제조업,80.9,78.9,78.3,77.8,92.2,112.5,95.5,2295.26
2018.07,건설업,82.7,80.9,79.2,77.3,93.9,112.5,95.5,2295.26
2018.07,도매 및 소매업,79.5,76.8,76.7,77.5,91.5,112.5,95.5,2295.26
2018.07,운수업,80.4,78.6,75.8,73.9,87.8,112.5,95.5,2295.26
2018.07,숙박 및 음식점업,75.0,72.3,75.1,78.2,91.7,112.5,95.5,2295.26
2018.07,출판영상방송통신 및 정보서비스업,86.9,85.7,83.7,82.1,91.9,112.5,95.5,2295.26
2018.07,부동산업 및 임대업,87.2,88.1,86.1,81.7,93.6,112.5,95.5,2295.26
2018.07,전문과학 및 기술서비스업,83.0,84.5,82.2,77.6,93.7,112.5,95.5,2295.26
2018.07,사업시설관리 및 사업지원서비스업,81.7,81.4,83.4,83.8,97.9,112.5,95.5,2295.26
2018.07,교육서비스업,96.1,96.1,95.5,87.2,95.5,112.5,95.5,2295.26
2018.07,예술스포츠 및 여가관련서비스업,79.8,79.3,77.1,73.6,88.9,112.5,95.5,2295.26
2018.07,수리 및 기타개인서비스업,80.0,77.7,77.7,74.6,93.4,112.5,95.5,2295.26
2018.08,전산업,79.7,79.1,75.4,75.7,94.7,112.4,96.6,2322.88
2018.08,식료품,88.6,90.3,86.1,86.9,94.2,112.4,96.6,2322.88
2018.08,음료,96.5,93.2,87.9,87.1,95.3,112.4,96.6,2322.88
2018.08,섬유제품 의복제외,60.8,63.9,61.4,59.7,91.6,112.4,96.6,2322.88
2018.08,의복의복악세서리및모피제품,66.7,67.6,64.7,65.6,100.3,112.4,96.6,2322.88
2018.08,가죽가방및신발,65.4,64.9,65.4,64.4,111.2,112.4,96.6,2322.88
2018.08,목재및나무제품 가구제외,68.6,67.4,61.1,65.2,96.0,112.4,96.6,2322.88
2018.08,펄프종이및종이제품,76.1,76.8,74.1,74.4,89.7,112.4,96.6,2322.88
2018.08,인쇄및기록매체복제업,67.6,66.0,62.3,68.8,109.2,112.4,96.6,2322.88
2018.08,화학물질및화학제품 의약품제외,78.4,74.4,,81.0,98.6,112.4,96.6,2322.88
2018.08,의료용물질및의약품,88.9,90.0,87.3,95.0,94.7,112.4,96.6,2322.88
2018.08,고무제품및플라스틱제품,79.5,78.7,73.1,75.9,97.4,112.4,96.6,2322.88
2018.08,비금속광물제품,78.4,73.9,73.9,77.9,96.1,112.4,96.6,2322.88
2018.08,1차금속,81.6,78.4,74.6,78.1,95.8,112.4,96.6,2322.88
2018.08,금속가공제품 기계및가구제외,84.4,83.9,82.3,81.2,96.5,112.4,96.6,2322.88
2018.08,전자부품컴퓨터영상음향및통신장비,85.2,86.0,78.1,81.8,102.3,112.4,96.6,2322.88
2018.08,의료정밀광학기기및시계,90.6,91.6,92.1,87.5,101.3,112.4,96.6,2322.88
2018.08,전기장비,76.3,77.7,70.0,75.2,101.3,112.4,96.6,2322.88
2018.08,기타기계및장비,80.1,78.7,77.7,73.3,99.9,112.4,96.6,2322.88
2018.08,자동차및트레일러,70.9,74.3,68.3,69.0,95.9,112.4,96.6,2322.88
2018.08,기타운송장비,73.8,70.2,62.5,63.1,95.8,112.4,96.6,2322.88
2018.08,가구,79.0,79.1,77.5,76.0,97.8,112.4,96.6,2322.88
2018.08,기타제품,76.0,75.0,68.4,71.6,93.1,112.4,96.6,2322.88
2018.08,비제조업,80.2,79.3,75.6,75.4,92.6,112.4,96.6,2322.88
2018.08,건설업,80.9,76.8,75.3,72.1,93.3,112.4,96.6,2322.88
2018.08,도매 및 소매업,80.3,80.4,74.0,75.6,92.1,112.4,96.6,2322.88
2018.08,운수업,72.9,72.5,71.5,73.2,88.2,112.4,96.6,2322.88
2018.08,숙박 및 음식점업,75.6,71.6,75.5,73.3,95.7,112.4,96.6,2322.88
2018.08,출판영상방송통신 및 정보서비스업,87.2,88.1,83.9,83.4,93.1,112.4,96.6,2322.88
2018.08,부동산업 및 임대업,79.9,81.1,79.4,81.0,95.2,112.4,96.6,2322.88
2018.08,전문과학 및 기술서비스업,80.3,81.8,79.7,75.8,94.2,112.4,96.6,2322.88
2018.08,사업시설관리 및 사업지원서비스업,86.2,85.9,86.0,83.0,95.5,112.4,96.6,2322.88
2018.08,교육서비스업,81.7,81.1,81.2,80.5,91.6,112.4,96.6,2322.88
2018.08,예술스포츠 및 여가관련서비스업,70.4,72.2,68.9,69.5,92.0,112.4,96.6,2322.88
2018.08,수리 및 기타개인서비스업,79.0,78.8,78.5,75.0,90.4,112.4,96.6,2322.88
2018.09,전산업,81.6,81.0,77.9,77.7,96.2,112.6,99.1,2343.07
2018.09,식료품,98.3,101.9,95.0,87.9,92.0,112.6,99.1,2343.07
2018.09,음료,102.1,107.9,102.9,91.3,94.3,112.6,99.1,2343.07
2018.09,섬유제품 의복제외,68.8,68.9,65.9,65.6,93.2,112.6,99.1,2343.07
2018.09,의복의복악세서리및모피제품,78.4,78.9,71.6,71.0,99.8,112.6,99.1,2343.07
2018.09,가죽가방및신발,76.2,69.5,69.2,70.8,110.0,112.6,99.1,2343.07
2018.09,목재및나무제품 가구제외,74.7,69.5,67.3,71.9,93.9,112.6,99.1,2343.07
2018.09,펄프종이및종이제품,92.2,91.5,87.6,86.7,87.8,112.6,99.1,2343.07
2018.09,인쇄및기록매체복제업,86.5,85.6,79.5,76.2,105.9,112.6,99.1,2343.07
2018.09,화학물질및화학제품 의약품제외,82.6,76.5,,82.5,96.6,112.6,99.1,2343.07
2018.09,의료용물질및의약품,99.0,94.7,98.7,95.6,93.3,112.6,99.1,2343.07
2018.09,고무제품및플라스틱제품,80.4,79.7,78.4,76.5,99.1,112.6,99.1,2343.07
2018.09,비금속광물제품,77.5,74.2,69.4,71.2,96.2,112.6,99.1,2343.07
2018.09,1차금속,85.8,84.9,83.0,82.5,94.6,112.6,99.1,2343.07
2018.09,금속가공제품 기계및가구제외,83.4,79.1,76.8,78.5,97.0,112.6,99.1,2343.07
2018.09,전자부품컴퓨터영상음향및통신장비,92.5,91.8,87.6,83.4,99.5,112.6,99.1,2343.07
2018.09,의료정밀광학기기및시계,87.4,81.2,86.1,84.0,102.2,112.6,99.1,2343.07
2018.09,전기장비,77.8,76.1,72.4,69.4,101.4,112.6,99.1,2343.07
2018.09,기타기계및장비,77.8,74.6,70.9,78.5,104.3,112.6,99.1,2343.07
2018.09,자동차및트레일러,73.7,76.9,73.7,73.3,97.4,112.6,99.1,2343.07
2018.09,기타운송장비,72.8,74.1,64.8,64.8,96.9,112.6,99.1,2343.07
2018.09,가구,78.0,78.2,76.8,70.2,101.1,112.6,99.1,2343.07
2018.09,기타제품,71.2,73.5,72.7,70.4,93.5,112.6,99.1,2343.07
2018.09,비제조업,81.4,81.4,78.3,77.9,94.7,112.6,99.1,2343.07
2018.09,건설업,77.8,76.8,74.2,75.6,95.3,112.6,99.1,2343.07
2018.09,도매 및 소매업,83.4,83.8,80.1,78.6,95.5,112.6,99.1,2343.07
2018.09,운수업,85.3,85.4,83.6,81.8,87.6,112.6,99.1,2343.07
2018.09,숙박 및 음식점업,68.5,66.5,62.6,75.1,96.4,112.6,99.1,2343.07
2018.09,출판영상방송통신 및 정보서비스업,89.0,89.3,86.4,85.5,93.0,112.6,99.1,2343.07
2018.09,부동산업 및 임대업,77.1,77.9,79.6,76.0,93.9,112.6,99.1,2343.07
2018.09,전문과학 및 기술서비스업,80.9,82.1,77.8,75.9,93.1,112.6,99.1,2343.07
2018.09,사업시설관리 및 사업지원서비스업,85.0,85.4,84.5,81.7,93.8,112.6,99.1,2343.07
2018.09,교육서비스업,77.7,77.1,76.5,72.3,95.6,112.6,99.1,2343.07
2018.09,예술스포츠 및 여가관련서비스업,80.2,81.9,80.3,72.8,91.8,112.6,99.1,2343.07
2018.09,수리 및 기타개인서비스업,73.7,75.2,71.9,67.6,95.7,112.6,99.1,2343.07
2018.1,전산업,80.6,80.8,77.3,77.6,95.6,112.6,95.1,2029.69
2018.1,식료품,86.5,86.6,82.4,84.4,93.9,112.6,95.1,2029.69
2018.1,음료,85.0,86.5,79.3,90.0,91.4,112.6,95.1,2029.69
2018.1,섬유제품 의복제외,79.1,75.9,70.9,72.3,89.0,112.6,95.1,2029.69
2018.1,의복의복악세서리및모피제품,81.6,74.8,75.6,74.9,99.5,112.6,95.1,2029.69
2018.1,가죽가방및신발,81.5,76.5,80.9,71.7,101.6,112.6,95.1,2029.69
2018.1,목재및나무제품 가구제외,75.3,71.8,73.4,73.6,97.8,112.6,95.1,2029.69
2018.1,펄프종이및종이제품,86.1,84.0,79.7,79.3,93.3,112.6,95.1,2029.69
2018.1,인쇄및기록매체복제업,85.3,87.4,81.4,74.5,102.7,112.6,95.1,2029.69
2018.1,화학물질및화학제품 의약품제외,89.8,89.9,,81.7,97.2,112.6,95.1,2029.69
2018.1,의료용물질및의약품,104.0,104.0,98.7,96.3,95.7,112.6,95.1,2029.69
2018.1,고무제품및플라스틱제품,76.8,74.7,75.0,73.9,98.1,112.6,95.1,2029.69
2018.1,비금속광물제품,80.0,76.2,75.4,78.0,94.6,112.6,95.1,2029.69
2018.1,1차금속,87.0,89.8,82.8,88.6,98.2,112.6,95.1,2029.69
2018.1,금속가공제품 기계및가구제외,83.0,85.1,74.1,77.3,101.2,112.6,95.1,2029.69
2018.1,전자부품컴퓨터영상음향및통신장비,84.1,83.9,80.4,78.6,101.7,112.6,95.1,2029.69
2018.1,의료정밀광학기기및시계,82.7,77.1,78.3,79.2,104.2,112.6,95.1,2029.69
2018.1,전기장비,83.3,84.3,79.6,75.1,96.3,112.6,95.1,2029.69
2018.1,기타기계및장비,78.4,73.1,73.3,73.1,103.1,112.6,95.1,2029.69
2018.1,자동차및트레일러,79.0,82.3,79.2,75.3,101.9,112.6,95.1,2029.69
2018.1,기타운송장비,83.9,89.9,73.8,72.0,103.6,112.6,95.1,2029.69
2018.1,가구,72.9,72.1,70.0,72.2,104.8,112.6,95.1,2029.69
2018.1,기타제품,81.3,82.2,81.3,78.7,96.5,112.6,95.1,2029.69
2018.1,비제조업,79.5,80.5,77.2,77.7,93.2,112.6,95.1,2029.69
2018.1,건설업,79.9,78.1,73.1,72.1,95.5,112.6,95.1,2029.69
2018.1,도매 및 소매업,76.4,78.5,75.5,77.6,91.8,112.6,95.1,2029.69
2018.1,운수업,85.3,83.0,82.3,80.8,89.2,112.6,95.1,2029.69
2018.1,숙박 및 음식점업,81.1,83.5,79.4,84.7,99.5,112.6,95.1,2029.69
2018.1,출판영상방송통신 및 정보서비스업,89.6,90.3,88.2,87.8,94.0,112.6,95.1,2029.69
2018.1,부동산업 및 임대업,84.4,84.3,83.5,77.7,97.0,112.6,95.1,2029.69
2018.1,전문과학 및 기술서비스업,86.1,89.2,84.3,80.8,92.4,112.6,95.1,2029.69
2018.1,사업시설관리 및 사업지원서비스업,88.3,88.3,88.0,82.2,96.2,112.6,95.1,2029.69
2018.1,교육서비스업,77.5,78.1,77.5,73.7,97.3,112.6,95.1,2029.69
2018.1,예술스포츠 및 여가관련서비스업,89.3,90.5,87.6,83.3,92.3,112.6,95.1,2029.69
2018.1,수리 및 기타개인서비스업,77.2,77.4,74.4,71.8,90.6,112.6,95.1,2029.69
2018.11,전산업,81.1,81.2,77.9,77.1,96.8,112.7,94.2,2096.86
2018.11,식료품,86.0,86.1,84.1,81.8,93.2,112.7,94.2,2096.86
2018.11,음료,84.1,86.2,87.7,81.2,93.5,112.7,94.2,2096.86
2018.11,섬유제품 의복제외,72.1,71.0,67.1,66.3,94.4,112.7,94.2,2096.86
2018.11,의복의복악세서리및모피제품,87.6,84.0,80.7,76.0,101.2,112.7,94.2,2096.86
2018.11,가죽가방및신발,84.5,87.6,81.3,76.5,105.7,112.7,94.2,2096.86
2018.11,목재및나무제품 가구제외,76.9,74.6,71.0,72.9,97.8,112.7,94.2,2096.86
2018.11,펄프종이및종이제품,76.1,75.6,72.6,77.2,94.1,112.7,94.2,2096.86
2018.11,인쇄및기록매체복제업,84.9,83.3,81.0,76.0,106.5,112.7,94.2,2096.86
2018.11,화학물질및화학제품 의약품제외,84.7,90.1,,80.7,97.9,112.7,94.2,2096.86
2018.11,의료용물질및의약품,107.9,107.9,106.2,97.8,94.1,112.7,94.2,2096.86
2018.11,고무제품및플라스틱제품,80.4,79.2,76.8,77.2,101.9,112.7,94.2,2096.86
2018.11,비금속광물제품,88.4,83.1,76.8,79.6,96.6,112.7,94.2,2096.86
2018.11,1차금속,81.3,84.4,75.6,80.8,101.5,112.7,94.2,2096.86
2018.11,금속가공제품 기계및가구제외,85.3,85.2,79.0,78.0,98.6,112.7,94.2,2096.86
2018.11,전자부품컴퓨터영상음향및통신장비,91.6,90.1,88.5,84.6,103.2,112.7,94.2,2096.86
2018.11,의료정밀광학기기및시계,90.5,89.8,87.5,88.5,104.3,112.7,94.2,2096.86
2018.11,전기장비,84.0,86.6,79.6,79.8,102.6,112.7,94.2,2096.86
2018.11,기타기계및장비,77.3,73.7,72.9,73.1,106.3,112.7,94.2,2096.86
2018.11,자동차및트레일러,80.9,79.8,75.3,76.8,94.4,112.7,94.2,2096.86
2018.11,기타운송장비,76.6,76.5,71.6,67.3,98.8,112.7,94.2,2096.86
2018.11,가구,81.2,81.1,76.6,75.1,103.4,112.7,94.2,2096.86
2018.11,기타제품,84.3,80.9,81.6,77.0,95.9,112.7,94.2,2096.86
2018.11,비제조업,79.9,80.4,77.8,76.5,94.4,112.7,94.2,2096.86
2018.11,건설업,78.8,76.7,73.2,71.9,96.0,112.7,94.2,2096.86
2018.11,도매 및 소매업,78.6,80.3,77.2,76.6,94.0,112.7,94.2,2096.86
2018.11,운수업,77.6,78.4,77.5,78.2,89.4,112.7,94.2,2096.86
2018.11,숙박 및 음식점업,80.1,80.7,81.9,81.0,97.5,112.7,94.2,2096.86
2018.11,출판영상방송통신 및 정보서비스업,91.9,92.2,90.8,86.2,94.7,112.7,94.2,2096.86
2018.11,부동산업 및 임대업,79.8,78.2,78.0,76.5,97.6,112.7,94.2,2096.86
2018.11,전문과학 및 기술서비스업,84.5,86.9,83.4,78.8,92.2,112.7,94.2,2096.86
2018.11,사업시설관리 및 사업지원서비스업,85.6,83.5,80.9,79.2,97.1,112.7,94.2,2096.86
2018.11,교육서비스업,78.1,76.9,79.6,75.5,98.6,112.7,94.2,2096.86
2018.11,예술스포츠 및 여가관련서비스업,77.4,78.3,73.9,73.9,94.2,112.7,94.2,2096.86
2018.11,수리 및 기타개인서비스업,83.0,82.2,81.5,75.8,90.8,112.7,94.2,2096.86
2018.12,전산업,80.5,79.5,77.2,77.0,97.3,112.6,94.4,2041.04
2018.12,식료품,86.6,84.5,86.5,82.8,96.2,112.6,94.4,2041.04
2018.12,음료,94.8,96.2,95.4,87.5,97.1,112.6,94.4,2041.04
2018.12,섬유제품 의복제외,69.0,64.9,66.4,67.3,102.7,112.6,94.4,2041.04
2018.12,의복의복악세서리및모피제품,84.9,80.5,78.5,77.0,106.3,112.6,94.4,2041.04
2018.12,가죽가방및신발,66.9,68.5,68.1,66.9,110.8,112.6,94.4,2041.04
2018.12,목재및나무제품 가구제외,73.5,67.9,61.7,61.8,96.9,112.6,94.4,2041.04
2018.12,펄프종이및종이제품,68.1,65.9,65.6,68.4,95.4,112.6,94.4,2041.04
2018.12,인쇄및기록매체복제업,92.6,88.7,88.7,80.2,98.4,112.6,94.4,2041.04
2018.12,화학물질및화학제품 의약품제외,82.7,82.7,,77.3,96.0,112.6,94.4,2041.04
2018.12,의료용물질및의약품,100.4,97.7,97.3,96.0,96.9,112.6,94.4,2041.04
2018.12,고무제품및플라스틱제품,73.4,68.0,69.6,72.3,99.8,112.6,94.4,2041.04
2018.12,비금속광물제품,75.7,74.6,74.3,79.1,96.9,112.6,94.4,2041.04
2018.12,1차금속,80.8,75.1,73.3,75.3,100.4,112.6,94.4,2041.04
2018.12,금속가공제품 기계및가구제외,82.5,79.5,76.9,77.9,98.2,112.6,94.4,2041.04
2018.12,전자부품컴퓨터영상음향및통신장비,89.2,85.4,87.7,85.9,103.4,112.6,94.4,2041.04
2018.12,의료정밀광학기기및시계,92.3,87.7,90.6,90.7,100.5,112.6,94.4,2041.04
2018.12,전기장비,79.5,83.2,77.9,77.9,99.1,112.6,94.4,2041.04
2018.12,기타기계및장비,81.0,77.8,76.0,80.2,106.7,112.6,94.4,2041.04
2018.12,자동차및트레일러,86.0,81.8,80.3,75.1,97.7,112.6,94.4,2041.04
2018.12,기타운송장비,77.7,80.1,71.5,69.1,97.6,112.6,94.4,2041.04
2018.12,가구,89.5,86.3,78.4,73.7,97.7,112.6,94.4,2041.04
2018.12,기타제품,82.9,80.5,79.6,81.3,95.7,112.6,94.4,2041.04
2018.12,비제조업,80.0,80.1,77.2,76.7,95.3,112.6,94.4,2041.04
2018.12,건설업,79.0,76.7,74.2,68.8,98.8,112.6,94.4,2041.04
2018.12,도매 및 소매업,78.7,79.9,76.5,78.1,94.8,112.6,94.4,2041.04
2018.12,운수업,77.4,77.6,74.1,73.0,88.6,112.6,94.4,2041.04
2018.12,숙박 및 음식점업,84.0,81.5,82.0,81.2,95.7,112.6,94.4,2041.04
2018.12,출판영상방송통신 및 정보서비스업,94.1,92.8,90.1,89.5,93.2,112.6,94.4,2041.04
2018.12,부동산업 및 임대업,68.7,72.5,69.4,71.2,95.3,112.6,94.4,2041.04
2018.12,전문과학 및 기술서비스업,91.1,91.9,87.4,86.3,93.8,112.6,94.4,2041.04
2018.12,사업시설관리 및 사업지원서비스업,82.3,82.3,79.8,81.7,98.5,112.6,94.4,2041.04
2018.12,교육서비스업,85.2,85.2,80.2,75.5,97.1,112.6,94.4,2041.04
2018.12,예술스포츠 및 여가관련서비스업,69.8,70.7,66.6,69.3,97.1,112.6,94.4,2041.04
2018.12,수리 및 기타개인서비스업,74.1,73.6,75.2,71.3,94.7,112.6,94.4,2041.04
2019.01,전산업,76.4,75.7,74.2,74.8,96.6,112.8,92.0,2204.85
2019.01,식료품,89.4,88.3,89.4,84.1,97.9,112.8,92.0,2204.85
2019.01,음료,105.0,106.3,102.3,88.4,89.7,112.8,92.0,2204.85
2019.01,섬유제품 의복제외,65.7,64.7,63.7,63.7,102.8,112.8,92.0,2204.85
2019.01,의복의복악세서리및모피제품,80.8,78.9,76.2,75.2,103.7,112.8,92.0,2204.85
2019.01,가죽가방및신발,65.8,66.5,65.2,69.6,104.2,112.8,92.0,2204.85
2019.01,목재및나무제품 가구제외,64.0,62.7,60.8,65.3,96.8,112.8,92.0,2204.85
2019.01,펄프종이및종이제품,80.1,79.4,76.3,77.5,94.9,112.8,92.0,2204.85
2019.01,인쇄및기록매체복제업,80.5,78.7,76.4,76.7,97.5,112.8,92.0,2204.85
2019.01,화학물질및화학제품 의약품제외,83.2,81.5,,80.2,96.6,112.8,92.0,2204.85
2019.01,의료용물질및의약품,84.1,87.1,90.9,91.2,93.9,112.8,92.0,2204.85
2019.01,고무제품및플라스틱제품,77.4,74.4,70.2,73.2,101.4,112.8,92.0,2204.85
2019.01,비금속광물제품,65.6,67.4,66.2,71.6,99.9,112.8,92.0,2204.85
2019.01,1차금속,86.5,80.0,76.5,79.9,98.1,112.8,92.0,2204.85
2019.01,금속가공제품 기계및가구제외,73.0,70.9,70.3,75.0,95.9,112.8,92.0,2204.85
2019.01,전자부품컴퓨터영상음향및통신장비,92.4,83.0,83.9,81.8,109.5,112.8,92.0,2204.85
2019.01,의료정밀광학기기및시계,81.9,75.2,77.0,82.5,103.2,112.8,92.0,2204.85
2019.01,전기장비,79.6,79.6,74.5,78.2,98.0,112.8,92.0,2204.85
2019.01,기타기계및장비,72.1,72.8,69.0,74.6,105.4,112.8,92.0,2204.85
2019.01,자동차및트레일러,78.7,80.6,77.9,68.2,104.3,112.8,92.0,2204.85
2019.01,기타운송장비,68.1,70.6,71.7,66.6,105.4,112.8,92.0,2204.85
2019.01,가구,71.2,71.2,66.5,66.1,103.2,112.8,92.0,2204.85
2019.01,기타제품,73.7,73.7,77.4,74.8,96.5,112.8,92.0,2204.85
2019.01,비제조업,75.6,75.3,74.2,74.4,94.8,112.8,92.0,2204.85
2019.01,건설업,68.2,67.9,67.7,69.1,94.9,112.8,92.0,2204.85
2019.01,도매 및 소매업,75.5,75.4,74.0,73.0,94.3,112.8,92.0,2204.85
2019.01,운수업,68.5,66.1,66.4,68.8,93.6,112.8,92.0,2204.85
2019.01,숙박 및 음식점업,71.1,71.6,66.6,70.0,94.3,112.8,92.0,2204.85
2019.01,출판영상방송통신 및 정보서비스업,87.7,86.6,87.4,89.1,96.4,112.8,92.0,2204.85
2019.01,부동산업 및 임대업,76.0,76.9,75.8,78.0,96.9,112.8,92.0,2204.85
2019.01,전문과학 및 기술서비스업,81.7,81.1,80.5,80.2,97.3,112.8,92.0,2204.85
2019.01,사업시설관리 및 사업지원서비스업,83.1,80.0,80.4,81.9,96.2,112.8,92.0,2204.85
2019.01,교육서비스업,90.5,89.7,88.2,88.2,97.7,112.8,92.0,2204.85
2019.01,예술스포츠 및 여가관련서비스업,74.6,75.6,73.3,73.4,96.1,112.8,92.0,2204.85
2019.01,수리 및 기타개인서비스업,71.7,71.9,67.4,71.1,93.9,112.8,92.0,2204.85
2019.02,전산업,69.0,68.4,67.2,70.2,97.0,113.0,97.2,2195.44
2019.02,식료품,75.0,77.3,77.7,77.9,100.1,113.0,97.2,2195.44
2019.02,음료,82.2,84.2,81.8,84.2,85.8,113.0,97.2,2195.44
2019.02,섬유제품 의복제외,57.4,54.0,57.4,62.6,100.0,113.0,97.2,2195.44
2019.02,의복의복악세서리및모피제품,77.4,72.4,71.8,73.6,103.0,113.0,97.2,2195.44
2019.02,가죽가방및신발,66.6,69.3,65.9,63.9,109.0,113.0,97.2,2195.44
2019.02,목재및나무제품 가구제외,59.2,56.8,51.6,62.9,98.0,113.0,97.2,2195.44
2019.02,펄프종이및종이제품,68.3,63.7,63.3,70.6,94.4,113.0,97.2,2195.44
2019.02,인쇄및기록매체복제업,74.1,68.5,68.3,70.4,96.3,113.0,97.2,2195.44
2019.02,화학물질및화학제품 의약품제외,72.9,75.8,,71.8,93.7,113.0,97.2,2195.44
2019.02,의료용물질및의약품,90.0,87.3,87.7,89.8,100.8,113.0,97.2,2195.44
2019.02,고무제품및플라스틱제품,61.3,61.0,63.1,70.4,100.3,113.0,97.2,2195.44
2019.02,비금속광물제품,75.5,73.3,66.3,73.0,98.7,113.0,97.2,2195.44
2019.02,1차금속,77.3,70.0,68.4,74.9,96.2,113.0,97.2,2195.44
2019.02,금속가공제품 기계및가구제외,65.8,62.5,62.5,67.7,100.6,113.0,97.2,2195.44
2019.02,전자부품컴퓨터영상음향및통신장비,92.1,86.3,85.4,83.0,107.4,113.0,97.2,2195.44
2019.02,의료정밀광학기기및시계,76.7,78.5,77.1,81.6,100.7,113.0,97.2,2195.44
2019.02,전기장비,70.7,67.8,67.8,72.1,107.7,113.0,97.2,2195.44
2019.02,기타기계및장비,69.1,68.0,71.8,68.3,104.0,113.0,97.2,2195.44
2019.02,자동차및트레일러,66.9,72.3,63.9,64.6,97.9,113.0,97.2,2195.44
2019.02,기타운송장비,64.5,63.7,65.8,66.3,102.1,113.0,97.2,2195.44
2019.02,가구,77.8,80.5,75.6,74.9,100.3,113.0,97.2,2195.44
2019.02,기타제품,73.1,74.0,71.2,76.2,100.7,113.0,97.2,2195.44
2019.02,비제조업,68.0,67.8,66.2,69.5,95.0,113.0,97.2,2195.44
2019.02,건설업,65.6,64.8,66.1,66.3,94.9,113.0,97.2,2195.44
2019.02,도매 및 소매업,64.9,65.2,62.6,67.9,94.9,113.0,97.2,2195.44
2019.02,운수업,67.1,67.4,66.8,70.2,92.2,113.0,97.2,2195.44
2019.02,숙박 및 음식점업,71.6,68.6,67.7,70.2,97.8,113.0,97.2,2195.44
2019.02,출판영상방송통신 및 정보서비스업,87.1,86.1,85.5,85.9,93.1,113.0,97.2,2195.44
2019.02,부동산업 및 임대업,79.7,78.5,76.1,75.5,96.8,113.0,97.2,2195.44
2019.02,전문과학 및 기술서비스업,79.8,78.3,76.3,77.3,95.6,113.0,97.2,2195.44
2019.02,사업시설관리 및 사업지원서비스업,83.8,83.7,81.9,80.4,97.1,113.0,97.2,2195.44
2019.02,교육서비스업,76.5,73.3,75.0,73.2,99.2,113.0,97.2,2195.44
2019.02,예술스포츠 및 여가관련서비스업,82.5,83.9,84.2,77.0,94.8,113.0,97.2,2195.44
